{'deploy': True, 'tag': 'aug22', 'run_name': 'run02', 'seed': 0, 'device': 'cuda:0', 'total_iters': 601000, 'data': {'train_file': 'data/wikitext103/wikitext103_train.npy', 'val_file': 'data/wikitext103/wikitext103_validation.npy', 'bs': 24, 'nworkers': 2, 'title': False}, 'net': {'compile': True, 'vocab_size': 50257, 'context_size': 512, 'n_layer': 12, 'n_head': 12, 'n_embd': 1080, 'bias': False, 'dropout': 0.1, 'position_encoding': 'sinusoidal'}, 'optimizer': {'learning_rate': 0.0001, 'min_lr': 2e-05, 'beta1': 0.9, 'beta2': 0.95, 'grad_clip': 1.0, 'weight_decay': 0.1, 'grad_accumulation': 40, 'use_scaler': True, 'warmup_iters': 0, 'decay_lr': True}, 'log': {'eval_interval': 5000, 'eval_batches': 500, 'log_interval': 500, 'save_interval': 100000}}
k0rz8xyy
num decayed parameter tensors: 49, with 222,239,160 parameters
num non-decayed parameter tensors: 25, with 27,000 parameters
using fused AdamW: True
Iter 0 | Perplexity: 1062083.25
Epoch 0.0
> [0;32m/home/rahulram/minLM/utils/runner.py[0m(60)[0;36mtrain[0;34m()[0m
[0;32m     59 [0;31m                [0;32mimport[0m [0mipdb[0m[0;34m;[0m [0mipdb[0m[0;34m.[0m[0mset_trace[0m[0;34m([0m[0;34m)[0m[0;34m[0m[0;34m[0m[0m
[0m[0;32m---> 60 [0;31m                [0;32mif[0m [0mit[0m [0;34m>=[0m [0mtotal_iters[0m[0;34m:[0m[0;34m[0m[0;34m[0m[0m
[0m[0;32m     61 [0;31m                    [0;32mbreak[0m[0;34m[0m[0;34m[0m[0m
[0m
ipdb> Error executing job with overrides: ['deploy=True', 'run_name=run02', 'device=cuda:0', 'tag=aug22', 'optimizer.grad_accumulation=40', 'total_iters=601000', 'data.bs=24', 'net.position_encoding=sinusoidal', 'net.dropout=0.1', 'net.compile=True']
Traceback (most recent call last):
  File "/home/rahulram/minLM/train.py", line 24, in main
    runner.train()
  File "/home/rahulram/minLM/utils/runner.py", line 60, in train
    if it >= total_iters:
  File "/home/rahulram/minLM/utils/runner.py", line 60, in train
    if it >= total_iters:
  File "/home/rahulram/micromamba/envs/llm/lib/python3.10/bdb.py", line 90, in trace_dispatch
    return self.dispatch_line(frame)
  File "/home/rahulram/micromamba/envs/llm/lib/python3.10/bdb.py", line 115, in dispatch_line
    if self.quitting: raise BdbQuit
bdb.BdbQuit

Set the environment variable HYDRA_FULL_ERROR=1 for a complete stack trace.
{'deploy': True, 'tag': 'aug22', 'run_name': 'run02', 'seed': 0, 'device': 'cuda:0', 'total_iters': 601000, 'data': {'train_file': 'data/wikitext103/wikitext103_train.npy', 'val_file': 'data/wikitext103/wikitext103_validation.npy', 'bs': 24, 'nworkers': 2, 'title': False}, 'net': {'compile': True, 'vocab_size': 50257, 'context_size': 512, 'n_layer': 12, 'n_head': 12, 'n_embd': 1080, 'bias': False, 'dropout': 0.1, 'position_encoding': 'sinusoidal'}, 'optimizer': {'learning_rate': 0.0001, 'min_lr': 2e-05, 'beta1': 0.9, 'beta2': 0.95, 'grad_clip': 1.0, 'weight_decay': 0.1, 'grad_accumulation': 40, 'use_scaler': True, 'warmup_iters': 0, 'decay_lr': True}, 'log': {'eval_interval': 5000, 'eval_batches': 500, 'log_interval': 500, 'save_interval': 100000}}
mke9fv98
num decayed parameter tensors: 49, with 222,239,160 parameters
num non-decayed parameter tensors: 25, with 27,000 parameters
using fused AdamW: True
Iter 0 | Perplexity: 1062083.25
Epoch 0.0
Iter 0 | LR: 0.0001 | MFU: 0.24902692421463038 | time 22.31s | Loss: inf
Iter 500 | LR: 9.999986337802522e-05 | MFU: 0.23002617328212716 | time 94.16s | Loss: 9.53094320058822
Iter 1000 | LR: 9.999945351303415e-05 | MFU: 0.21333871566670645 | time 87.99s | Loss: 7.834389266967772
Iter 1500 | LR: 9.999877040782662e-05 | MFU: 0.1983176793980545 | time 88.03s | Loss: 7.145744462013243
Iter 2000 | LR: 9.999781406706899e-05 | MFU: 0.18479368467781704 | time 88.10s | Loss: 6.914629679918288
Iter 2500 | LR: 9.999658449729412e-05 | MFU: 0.17262083063437578 | time 88.12s | Loss: 6.741318846940989
Iter 3000 | LR: 9.99950817069013e-05 | MFU: 0.16166519850134403 | time 88.12s | Loss: 6.567426053285599
Iter 3500 | LR: 9.999330570615629e-05 | MFU: 0.1518071044300953 | time 88.09s | Loss: 6.4082501673698475
Iter 4000 | LR: 9.999125650719107e-05 | MFU: 0.14293235835511403 | time 88.12s | Loss: 6.275411243438723
Iter 4500 | LR: 9.998893412400396e-05 | MFU: 0.13494554280410567 | time 88.12s | Loss: 6.163395097255708
Iter 5000 | Perplexity: 378.2955017089844
Iter 5000 | LR: 9.998633857245936e-05 | MFU: 0.12775704181423317 | time 88.12s | Loss: 6.07479957103729
Iter 5500 | LR: 9.998346987028777e-05 | MFU: 0.12128940103279554 | time 88.09s | Loss: 5.996632853746411
Iter 6000 | LR: 9.998032803708556e-05 | MFU: 0.11546721947869813 | time 88.11s | Loss: 5.931394469738008
Iter 6500 | LR: 9.99769130943149e-05 | MFU: 0.11022687212004506 | time 88.12s | Loss: 5.859072463512424
Iter 7000 | LR: 9.99732250653036e-05 | MFU: 0.10550890329397797 | time 88.14s | Loss: 5.7952247846126586
Iter 7500 | LR: 9.996926397524497e-05 | MFU: 0.10126463480766572 | time 88.11s | Loss: 5.736863760948179
Iter 8000 | LR: 9.996502985119759e-05 | MFU: 0.09744328063476264 | time 88.14s | Loss: 5.675949113368985
Iter 8500 | LR: 9.996052272208518e-05 | MFU: 0.09400608172943145 | time 88.11s | Loss: 5.631357800960538
Iter 9000 | LR: 9.995574261869638e-05 | MFU: 0.09091027158621379 | time 88.14s | Loss: 5.578212949037553
Iter 9500 | LR: 9.995068957368457e-05 | MFU: 0.08812612644568135 | time 88.11s | Loss: 5.53670758366585
Iter 10000 | Perplexity: 222.1024169921875
Iter 10000 | LR: 9.994536362156758e-05 | MFU: 0.08561904903215545 | time 88.13s | Loss: 5.484834942817681
Iter 10500 | LR: 9.993976479872752e-05 | MFU: 0.08336344748056032 | time 88.12s | Loss: 5.451987059116366
Iter 11000 | LR: 9.993389314341049e-05 | MFU: 0.08133201429647863 | time 88.14s | Loss: 5.409771116971965
Iter 11500 | LR: 9.992774869572637e-05 | MFU: 0.07950436556587483 | time 88.13s | Loss: 5.3598425912857
Iter 12000 | LR: 9.992133149764847e-05 | MFU: 0.07785939326050917 | time 88.13s | Loss: 5.324412015676496
Iter 12500 | LR: 9.991464159301333e-05 | MFU: 0.07637890948602831 | time 88.13s | Loss: 5.294714598655705
Iter 13000 | LR: 9.99076790275203e-05 | MFU: 0.07504634429645371 | time 88.13s | Loss: 5.25408751487732
Iter 13500 | LR: 9.99004438487314e-05 | MFU: 0.07384700238111015 | time 88.13s | Loss: 5.214979694485665
Iter 14000 | LR: 9.989293610607083e-05 | MFU: 0.0727660079491989 | time 88.15s | Loss: 5.175935388803482
Iter 14500 | LR: 9.988515585082473e-05 | MFU: 0.07179395305947543 | time 88.14s | Loss: 5.149461428523065
Iter 15000 | Perplexity: 146.73480224609375
